moderator,level,outcome,offset,share
race,White / Caucasian,funding_perceptions,-1.1721392969019475,0.6409729652334935
race,White / Caucasian,policy_role_mean,0.2484875479812667,0.6409729652334935
race,White / Caucasian,inst_trust_mean,0.13900057990586545,0.6409729652334935
race,White / Caucasian,belief_post,-1.1066022995972953,0.6409729652334935
race,White / Caucasian,concern_mean,-2.351563195677618,0.6409729652334935
race,White / Caucasian,policy_general,-2.4296594990233245,0.6409729652334935
race,White / Caucasian,policy_specific_mean,-0.9339879953622844,0.6409729652334935
race,White / Caucasian,behavior_mean,-1.1801099354140063,0.6409729652334935
race,White / Caucasian,donation_ams,-0.05342254340167705,0.6409729652334935
race,White / Caucasian,newsletter_signup,-0.00267112717008385,0.6409729652334935
race,Black / African American,trust_multidimensional,-0.8653751951558378,0.1139432148018048
race,Black / African American,trust_post,-0.8653751951558378,0.1139432148018048
race,Black / African American,distrust_post,0.8653751951558378,0.1139432148018048
race,Black / African American,funding_perceptions,2.509562396846586,0.1139432148018048
race,Black / African American,policy_role_mean,-0.9720400237176688,0.1139432148018048
race,Black / African American,inst_trust_mean,-0.8653751951558378,0.1139432148018048
race,Black / African American,belief_post,1.2896028344829202,0.1139432148018048
race,Black / African American,concern_mean,5.080995230150222,0.1139432148018048
race,Black / African American,policy_general,5.73893756629124,0.1139432148018048
race,Black / African American,policy_specific_mean,1.387875064060284,0.1139432148018048
race,Black / African American,behavior_mean,1.8815372394066927,0.1139432148018048
race,Black / African American,donation_ams,-0.0049692548367576,0.1139432148018048
race,Black / African American,newsletter_signup,-0.00024846274183785,0.1139432148018048
race,Hispanic / Latino,trust_multidimensional,-0.6646082288278252,0.1597603453217995
race,Hispanic / Latino,trust_post,-0.6646082288278252,0.1597603453217995
race,Hispanic / Latino,distrust_post,0.6646082288278252,0.1597603453217995
race,Hispanic / Latino,funding_perceptions,1.0150389299834204,0.1597603453217995
race,Hispanic / Latino,policy_role_mean,-0.8114264506552588,0.1597603453217995
race,Hispanic / Latino,inst_trust_mean,-0.6646082288278252,0.1597603453217995
race,Hispanic / Latino,belief_post,1.930581877610116,0.1597603453217995
race,Hispanic / Latino,concern_mean,4.225663051096261,0.1597603453217995
race,Hispanic / Latino,policy_general,3.9760763064586215,0.1597603453217995
race,Hispanic / Latino,policy_specific_mean,1.467315240818606,0.1597603453217995
race,Hispanic / Latino,behavior_mean,2.0998752418920037,0.1597603453217995
race,Hispanic / Latino,donation_ams,0.2188851966962838,0.1597603453217995
race,Hispanic / Latino,newsletter_signup,0.01094425983481415,0.1597603453217995
race,Asian / Asian American,trust_multidimensional,3.0064588469198155,0.0573141114888355
race,Asian / Asian American,trust_post,3.0064588469198155,0.0573141114888355
race,Asian / Asian American,distrust_post,-3.0064588469198155,0.0573141114888355
race,Asian / Asian American,funding_perceptions,3.553524101769817,0.0573141114888355
race,Asian / Asian American,policy_role_mean,0.950703602551134,0.0573141114888355
race,Asian / Asian American,inst_trust_mean,3.0064588469198155,0.0573141114888355
race,Asian / Asian American,belief_post,3.8883362157992347,0.0573141114888355
race,Asian / Asian American,concern_mean,4.43467989069365,0.0573141114888355
race,Asian / Asian American,policy_general,4.677572704096496,0.0573141114888355
race,Asian / Asian American,policy_specific_mean,3.210928196115541,0.0573141114888355
race,Asian / Asian American,behavior_mean,2.974549272526555,0.0573141114888355
race,Asian / Asian American,donation_ams,0.07082576139973056,0.0573141114888355
race,Asian / Asian American,newsletter_signup,0.0035412880699865,0.0573141114888355
race,Other,trust_multidimensional,-2.0216975020774757,0.0280093631540667
race,Other,trust_post,-2.0216975020774757,0.0280093631540667
race,Other,distrust_post,2.0216975020774757,0.0280093631540667
race,Other,funding_perceptions,3.553524101769817,0.0280093631540667
race,Other,policy_role_mean,0.950703602551134,0.0280093631540667
race,Other,inst_trust_mean,-2.0216975020774757,0.0280093631540667
race,Other,belief_post,1.1094040782098558,0.0280093631540667
race,Other,concern_mean,-0.0328326771545173,0.0280093631540667
race,Other,policy_general,0.0043846245479941,0.0280093631540667
race,Other,policy_specific_mean,0.7880158514215929,0.0280093631540667
race,Other,behavior_mean,1.2877736693305544,0.0280093631540667
race,Other,donation_ams,-0.15065930796801816,0.0280093631540667
race,Other,newsletter_signup,-0.0075329653984009,0.0280093631540667
education,Less than high school,trust_multidimensional,-1.8085068871865084,0.091501336486058
education,Less than high school,trust_post,-1.8085068871865084,0.091501336486058
education,Less than high school,distrust_post,1.8085068871865084,0.091501336486058
education,Less than high school,funding_perceptions,-1.3307673949238352,0.091501336486058
education,Less than high school,policy_role_mean,-1.1137672343502734,0.091501336486058
education,Less than high school,inst_trust_mean,-1.8085068871865084,0.091501336486058
education,Less than high school,belief_post,-1.1688413150224326,0.091501336486058
education,Less than high school,concern_mean,-0.03847803884811435,0.091501336486058
education,Less than high school,policy_general,0.4807535998761021,0.091501336486058
education,Less than high school,policy_specific_mean,-0.2195055853796456,0.091501336486058
education,Less than high school,behavior_mean,-2.843296939873284,0.091501336486058
education,Less than high school,donation_ams,0.0545245671062216,0.091501336486058
education,Less than high school,newsletter_signup,0.01000991803499675,0.091501336486058
education,High school diploma / GED,trust_multidimensional,-2.0092722047036293,0.1996530811376697
education,High school diploma / GED,trust_post,-2.0092722047036293,0.1996530811376697
education,High school diploma / GED,distrust_post,2.0092722047036293,0.1996530811376697
education,High school diploma / GED,funding_perceptions,-1.8847756607763375,0.1996530811376697
education,High school diploma / GED,policy_role_mean,-1.1137672343502734,0.1996530811376697
education,High school diploma / GED,inst_trust_mean,-2.0092722047036293,0.1996530811376697
education,High school diploma / GED,belief_post,-3.0682066479478713,0.1996530811376697
education,High school diploma / GED,concern_mean,-2.32589049391627,0.1996530811376697
education,High school diploma / GED,policy_general,-1.848234878210868,0.1996530811376697
education,High school diploma / GED,policy_specific_mean,-1.353325617145354,0.1996530811376697
education,High school diploma / GED,behavior_mean,-3.3205415266146776,0.1996530811376697
education,High school diploma / GED,donation_ams,0.0545245671062216,0.1996530811376697
education,High school diploma / GED,newsletter_signup,0.01000991803499675,0.1996530811376697
education,Some college or Associate's degree,trust_multidimensional,-0.3285633369877934,0.3336291643613249
education,Some college or Associate's degree,trust_post,-0.3285633369877934,0.3336291643613249
education,Some college or Associate's degree,distrust_post,0.3285633369877934,0.3336291643613249
education,Some college or Associate's degree,funding_perceptions,-0.9441885191655176,0.3336291643613249
education,Some college or Associate's degree,policy_role_mean,-1.1137672343502734,0.3336291643613249
education,Some college or Associate's degree,inst_trust_mean,-0.3285633369877934,0.3336291643613249
education,Some college or Associate's degree,belief_post,-1.3864287056026705,0.3336291643613249
education,Some college or Associate's degree,concern_mean,-1.2552727268151553,0.3336291643613249
education,Some college or Associate's degree,policy_general,-1.1781392035289675,0.3336291643613249
education,Some college or Associate's degree,policy_specific_mean,-0.8723707278415541,0.3336291643613249
education,Some college or Associate's degree,behavior_mean,-0.44235060617453426,0.3336291643613249
education,Some college or Associate's degree,donation_ams,-0.2274646802056061,0.3336291643613249
education,Some college or Associate's degree,newsletter_signup,0.010877295951555,0.3336291643613249
education,Bachelor's degree,trust_multidimensional,1.0223632469737305,0.2428078545967464
education,Bachelor's degree,trust_post,1.0223632469737305,0.2428078545967464
education,Bachelor's degree,distrust_post,-1.0223632469737305,0.2428078545967464
education,Bachelor's degree,funding_perceptions,1.6490920001620153,0.2428078545967464
education,Bachelor's degree,policy_role_mean,1.8545656553526084,0.2428078545967464
education,Bachelor's degree,inst_trust_mean,1.0223632469737305,0.2428078545967464
education,Bachelor's degree,belief_post,2.574077539048927,0.2428078545967464
education,Bachelor's degree,concern_mean,1.9654240653356567,0.2428078545967464
education,Bachelor's degree,policy_general,1.4957197473095543,0.2428078545967464
education,Bachelor's degree,policy_specific_mean,1.2896662376661843,0.2428078545967464
education,Bachelor's degree,behavior_mean,2.143841510891104,0.2428078545967464
education,Bachelor's degree,donation_ams,0.0239384865201411,0.2428078545967464
education,Bachelor's degree,newsletter_signup,-0.01822323314897405,0.2428078545967464
education,Master's degree / Professional degree,trust_multidimensional,3.23256032410876,0.1177875047476659
education,Master's degree / Professional degree,trust_post,3.23256032410876,0.1177875047476659
education,Master's degree / Professional degree,distrust_post,-3.23256032410876,0.1177875047476659
education,Master's degree / Professional degree,funding_perceptions,2.8846630246943605,0.1177875047476659
education,Master's degree / Professional degree,policy_role_mean,1.8545656553526084,0.1177875047476659
education,Master's degree / Professional degree,inst_trust_mean,3.23256032410876,0.1177875047476659
education,Master's degree / Professional degree,belief_post,3.9727004461698425,0.1177875047476659
education,Master's degree / Professional degree,concern_mean,2.845191143637744,0.1177875047476659
education,Master's degree / Professional degree,policy_general,2.3483500959401433,0.1177875047476659
education,Master's degree / Professional degree,policy_specific_mean,1.8021158704332343,0.1177875047476659
education,Master's degree / Professional degree,behavior_mean,3.9115231392857455,0.1177875047476659
education,Master's degree / Professional degree,donation_ams,0.40934912850973043,0.1177875047476659
education,Master's degree / Professional degree,newsletter_signup,-0.01600101092675185,0.1177875047476659
education,Doctorate degree / Ph.D.,trust_multidimensional,3.23256032410876,0.014621058670535
education,Doctorate degree / Ph.D.,trust_post,3.23256032410876,0.014621058670535
education,Doctorate degree / Ph.D.,distrust_post,-3.23256032410876,0.014621058670535
education,Doctorate degree / Ph.D.,funding_perceptions,4.98509315210656,0.014621058670535
education,Doctorate degree / Ph.D.,policy_role_mean,1.8545656553526084,0.014621058670535
education,Doctorate degree / Ph.D.,inst_trust_mean,3.23256032410876,0.014621058670535
education,Doctorate degree / Ph.D.,belief_post,6.096671131245144,0.014621058670535
education,Doctorate degree / Ph.D.,concern_mean,5.08439382065157,0.014621058670535
education,Doctorate degree / Ph.D.,policy_general,5.355220161128564,0.014621058670535
education,Doctorate degree / Ph.D.,policy_specific_mean,3.824700927551233,0.014621058670535
education,Doctorate degree / Ph.D.,behavior_mean,6.116709724867511,0.014621058670535
education,Doctorate degree / Ph.D.,donation_ams,0.40934912850973043,0.014621058670535
education,Doctorate degree / Ph.D.,newsletter_signup,-0.01600101092675185,0.014621058670535
income,"Less than $30,000",trust_multidimensional,-1.59870025904647,0.2472499241170073
income,"Less than $30,000",trust_post,-1.660419675382315,0.2472499241170073
income,"Less than $30,000",distrust_post,1.59870025904647,0.2472499241170073
income,"Less than $30,000",funding_perceptions,0.20772846083470384,0.2472499241170073
income,"Less than $30,000",policy_role_mean,-1.226279149044084,0.2472499241170073
income,"Less than $30,000",inst_trust_mean,-1.59870025904647,0.2472499241170073
income,"Less than $30,000",belief_post,-0.9600603469667838,0.2472499241170073
income,"Less than $30,000",concern_mean,0.2578118156409573,0.2472499241170073
income,"Less than $30,000",policy_general,1.643559341478069,0.2472499241170073
income,"Less than $30,000",policy_specific_mean,0.18813515388601884,0.2472499241170073
income,"Less than $30,000",behavior_mean,-1.697933030711292,0.2472499241170073
income,"Less than $30,000",donation_ams,0.0871703158475661,0.2472499241170073
income,"Less than $30,000",newsletter_signup,0.0478039083770355,0.2472499241170073
income,"$30,000 to $55,999",trust_multidimensional,-1.4175646015683725,0.2234969885118119
income,"$30,000 to $55,999",trust_post,-2.4561113455824946,0.2234969885118119
income,"$30,000 to $55,999",distrust_post,1.4175646015683725,0.2234969885118119
income,"$30,000 to $55,999",funding_perceptions,-0.5218833125085444,0.2234969885118119
income,"$30,000 to $55,999",policy_role_mean,-2.2131469348015607,0.2234969885118119
income,"$30,000 to $55,999",inst_trust_mean,-1.4175646015683725,0.2234969885118119
income,"$30,000 to $55,999",belief_post,-0.8703682753175535,0.2234969885118119
income,"$30,000 to $55,999",concern_mean,-0.41952046715372837,0.2234969885118119
income,"$30,000 to $55,999",policy_general,-0.5851751554126149,0.2234969885118119
income,"$30,000 to $55,999",policy_specific_mean,0.0083992379357924,0.2234969885118119
income,"$30,000 to $55,999",behavior_mean,-0.6355744796321287,0.2234969885118119
income,"$30,000 to $55,999",donation_ams,-0.0918738485917873,0.2234969885118119
income,"$30,000 to $55,999",newsletter_signup,0.0005949569060775,0.2234969885118119
income,"$56,000 to $99,999",trust_multidimensional,-0.3226002446102173,0.2631956098763381
income,"$56,000 to $99,999",trust_post,-0.5559652858411004,0.2631956098763381
income,"$56,000 to $99,999",distrust_post,0.3226002446102173,0.2631956098763381
income,"$56,000 to $99,999",funding_perceptions,0.0122520843628929,0.2631956098763381
income,"$56,000 to $99,999",policy_role_mean,-0.3052044999561823,0.2631956098763381
income,"$56,000 to $99,999",inst_trust_mean,-0.3226002446102173,0.2631956098763381
income,"$56,000 to $99,999",belief_post,0.31278802643655085,0.2631956098763381
income,"$56,000 to $99,999",concern_mean,-0.27553331415496424,0.2631956098763381
income,"$56,000 to $99,999",policy_general,-0.6831933014760987,0.2631956098763381
income,"$56,000 to $99,999",policy_specific_mean,-0.0012968837098312,0.2631956098763381
income,"$56,000 to $99,999",behavior_mean,0.7088229266526245,0.2631956098763381
income,"$56,000 to $99,999",donation_ams,0.11337306498845945,0.2631956098763381
income,"$56,000 to $99,999",newsletter_signup,-0.004873178420437,0.2631956098763381
income,"$100,000 to $167,999",trust_multidimensional,2.7234295998049873,0.1738887949343802
income,"$100,000 to $167,999",trust_post,3.975347605028295,0.1738887949343802
income,"$100,000 to $167,999",distrust_post,-2.7234295998049873,0.1738887949343802
income,"$100,000 to $167,999",funding_perceptions,-0.2265528233148989,0.1738887949343802
income,"$100,000 to $167,999",policy_role_mean,2.9804036165909276,0.1738887949343802
income,"$100,000 to $167,999",inst_trust_mean,2.7234295998049873,0.1738887949343802
income,"$100,000 to $167,999",belief_post,0.7361806837365132,0.1738887949343802
income,"$100,000 to $167,999",concern_mean,-0.1838959441490744,0.1738887949343802
income,"$100,000 to $167,999",policy_general,-0.6627769970419745,0.1738887949343802
income,"$100,000 to $167,999",policy_specific_mean,-0.5797447601275465,0.1738887949343802
income,"$100,000 to $167,999",behavior_mean,0.8829229543415043,0.1738887949343802
income,"$100,000 to $167,999",donation_ams,-0.08958392425885205,0.1738887949343802
income,"$100,000 to $167,999",newsletter_signup,-0.04680866229140475,0.1738887949343802
income,"$168,000 or more",trust_multidimensional,3.5091422069759775,0.0921686825604622
income,"$168,000 or more",trust_post,4.49752925186373,0.0921686825604622
income,"$168,000 or more",distrust_post,-3.5091422069759775,0.0921686825604622
income,"$168,000 or more",funding_perceptions,1.1006862886904851,0.0921686825604622
income,"$168,000 or more",policy_role_mean,3.9047839548919163,0.0921686825604622
income,"$168,000 or more",inst_trust_mean,3.5091422069759775,0.0921686825604622
income,"$168,000 or more",belief_post,2.403869979271321,0.0921686825604622
income,"$168,000 or more",concern_mean,1.459435116343977,0.0921686825604622
income,"$168,000 or more",policy_general,0.21132919506481376,0.0921686825604622
income,"$168,000 or more",policy_specific_mean,0.5724161768932206,0.0921686825604622
income,"$168,000 or more",behavior_mean,2.40616766981965,0.0921686825604622
income,"$168,000 or more",donation_ams,-0.16579360167820684,0.0921686825604622
income,"$168,000 or more",newsletter_signup,-0.0274538235817273,0.0921686825604622
party,Republican,trust_multidimensional,-13.71503000795511,0.2982475311709051
party,Republican,trust_post,-13.71503000795511,0.2982475311709051
party,Republican,distrust_post,13.71503000795511,0.2982475311709051
party,Republican,funding_perceptions,-14.023312936896406,0.2982475311709051
party,Republican,policy_role_mean,-4.899621519040415,0.2982475311709051
party,Republican,inst_trust_mean,-9.036414329719456,0.2982475311709051
party,Republican,belief_post,-12.555225095178423,0.2982475311709051
party,Republican,concern_mean,-18.88697894690955,0.2982475311709051
party,Republican,policy_general,-20.04338612319133,0.2982475311709051
party,Republican,policy_specific_mean,-13.283192548549298,0.2982475311709051
party,Republican,behavior_mean,-8.589152729248312,0.2982475311709051
party,Republican,donation_ams,-0.7926421202376361,0.2982475311709051
party,Republican,newsletter_signup,-0.0172652526775486,0.2982475311709051
party,Democrat,trust_multidimensional,13.334055136568994,0.3289109934466895
party,Democrat,trust_post,13.334055136568994,0.3289109934466895
party,Democrat,distrust_post,-13.334055136568994,0.3289109934466895
party,Democrat,funding_perceptions,13.451648349556432,0.3289109934466895
party,Democrat,policy_role_mean,5.005311995546542,0.3289109934466895
party,Democrat,inst_trust_mean,8.785401624310886,0.3289109934466895
party,Democrat,belief_post,11.042889719405776,0.3289109934466895
party,Democrat,concern_mean,18.232915950713668,0.3289109934466895
party,Democrat,policy_general,18.68593994642084,0.3289109934466895
party,Democrat,policy_specific_mean,12.0155483073932,0.3289109934466895
party,Democrat,behavior_mean,7.950398081647265,0.3289109934466895
party,Democrat,donation_ams,0.8340356074628241,0.3289109934466895
party,Democrat,newsletter_signup,0.0214201269169218,0.3289109934466895
party,Independent,trust_multidimensional,0.1117128487114219,0.3330497733431696
party,Independent,trust_post,0.1117128487114219,0.3330497733431696
party,Independent,distrust_post,-0.1117128487114219,0.3330497733431696
party,Independent,funding_perceptions,-0.4979267716530227,0.3330497733431696
party,Independent,policy_role_mean,-0.846473921314945,0.3330497733431696
party,Independent,inst_trust_mean,0.0736041836090871,0.3330497733431696
party,Independent,belief_post,0.0970340000530111,0.3330497733431696
party,Independent,concern_mean,-1.0514453074125198,0.3330497733431696
party,Independent,policy_general,-0.5442190689837425,0.3330497733431696
party,Independent,policy_specific_mean,-0.1236875061746716,0.3330497733431696
party,Independent,behavior_mean,-0.1400521308611712,0.3330497733431696
party,Independent,donation_ams,-0.0424518743535441,0.3330497733431696
party,Independent,newsletter_signup,-0.0021225937176772,0.3330497733431696
party,Other,trust_multidimensional,-8.354742414622127,0.0397917020392357
party,Other,trust_post,-8.354742414622127,0.0397917020392357
party,Other,distrust_post,8.354742414622127,0.0397917020392357
party,Other,funding_perceptions,-1.913518586517024,0.0397917020392357
party,Other,policy_role_mean,2.43557886262525,0.0397917020392357
party,Other,inst_trust_mean,-5.50468457107392,0.0397917020392357
party,Other,belief_post,2.01348281098235,0.0397917020392357
party,Other,concern_mean,-0.3475105250958193,0.0397917020392357
party,Other,policy_general,0.3300033219401193,0.0397917020392357
party,Other,policy_specific_mean,1.2773404095141074,0.0397917020392357
party,Other,behavior_mean,-0.166753473802714,0.0397917020392357
party,Other,donation_ams,-0.5976456499064624,0.0397917020392357
party,Other,newsletter_signup,-0.0298822824953231,0.0397917020392357
